parent_domain,mean_ip,ip_size,industry,severity,%_patched,mean_time_to_patch,open_cves,closed_cves,total_cves
012global.com,47,medium,TELECOMMUNICATIONS,medium,100,119.33333333333333,0,3,3
100metros.pt,220,medium,UNKNOWN,high,0,null,56,0,56
100metros.pt,220,medium,UNKNOWN,medium,0,null,390,0,390
100metros.pt,220,medium,UNKNOWN,low,0,null,48,0,48
108agency.cz,8,small,INFORMATION_SERVICES,high,100,354.3333333333333,0,9,9
108agency.cz,8,small,INFORMATION_SERVICES,medium,100,293.44827586206895,0,29,29
108agency.cz,8,small,INFORMATION_SERVICES,low,100,133,0,1,1
1101.mx,21,small,TECHNOLOGY,medium,21.428571428571427,259.5,44,12,56
1101.mx,21,small,TECHNOLOGY,high,21.428571428571427,119,11,3,14
1101.mx,21,small,TECHNOLOGY,low,50,51,3,3,6
1212retailcobranding.be,3,small,INFORMATION_SERVICES,high,0,null,2,0,2
1212retailcobranding.be,3,small,INFORMATION_SERVICES,low,0,null,6,0,6
1212retailcobranding.be,3,small,INFORMATION_SERVICES,medium,0,null,36,0,36
13or-du-hiphop.fr,1,small,ENTERTAINMENT,low,0,null,1,0,1
13or-du-hiphop.fr,1,small,ENTERTAINMENT,medium,0,null,12,0,12
16bugs.com,5,small,UNKNOWN,low,0,null,3,0,3
16bugs.com,5,small,UNKNOWN,high,0,null,1,0,1
16bugs.com,5,small,UNKNOWN,medium,0,null,4,0,4
1800attorney.com,1,small,null,high,0,null,14,0,14
1800attorney.com,1,small,null,medium,0,null,63,0,63
1800attorney.com,1,small,null,low,0,null,11,0,11
189.com,1464,large,TECHNOLOGY,high,98.23008849557522,12.675675675675675,2,111,113
189.com,1464,large,TECHNOLOGY,low,93.47826086956522,24.162790697674417,3,43,46
189.com,1464,large,TECHNOLOGY,medium,98.2905982905983,28.39710144927536,6,345,351
1key.nl,1109,large,UNKNOWN,medium,0,null,245,0,245
1key.nl,1109,large,UNKNOWN,low,0,null,32,0,32
1key.nl,1109,large,UNKNOWN,high,0,null,39,0,39
1st-vision.de,9,small,UNKNOWN,medium,0,null,6,0,6
1st-vision.de,9,small,UNKNOWN,high,0,null,2,0,2
1st-vision.de,9,small,UNKNOWN,low,0,null,1,0,1
1stfiresolutions.co.uk,2,small,UNKNOWN,low,0,null,1,0,1
1stfiresolutions.co.uk,2,small,UNKNOWN,medium,0,null,6,0,6
211toronto.ca,3,small,HOSPITALITY,high,50,7,1,1,2
220-volt.ru,94,medium,RETAIL,high,14.285714285714286,52.2,30,5,35
220-volt.ru,94,medium,RETAIL,medium,5.714285714285714,70.75,66,4,70
2m-entsorgung.de,3,small,UNKNOWN,medium,0,null,10,0,10
2m-entsorgung.de,3,small,UNKNOWN,low,0,null,1,0,1
2x4.org,11,small,NON_PROFIT,low,0,null,2,0,2
2x4.org,11,small,NON_PROFIT,high,0,null,3,0,3
2x4.org,11,small,NON_PROFIT,medium,0,null,3,0,3
31415.com,4,small,TECHNOLOGY,low,97.29729729729729,34.47222222222222,3,108,111
31415.com,4,small,TECHNOLOGY,high,88.13559322033899,24.75,7,52,59
31415.com,4,small,TECHNOLOGY,medium,92.6829268292683,29.81578947368421,36,456,492
360doc.com,252,medium,TECHNOLOGY,high,50,25.4,35,35,70
360doc.com,252,medium,TECHNOLOGY,medium,50,26.532258064516128,62,62,124
360kid.com,9,small,ENTERTAINMENT,medium,0,null,2,0,2
360kid.com,9,small,ENTERTAINMENT,high,0,null,2,0,2
365world.com,35,medium,NON_PROFIT,medium,22.22222222222222,135,7,2,9
365world.com,35,medium,NON_PROFIT,low,0,null,1,0,1
3ants.com,4,small,TECHNOLOGY,high,100,172,0,3,3
3ants.com,4,small,TECHNOLOGY,medium,100,172,0,1,1
3dtotal.com,63,medium,INFORMATION_SERVICES,low,0,null,2,0,2
3dtotal.com,63,medium,INFORMATION_SERVICES,medium,10.344827586206897,407.3333333333333,26,3,29
3kaku.co.jp,3,small,UNKNOWN,medium,0,null,2,0,2
3kaku.co.jp,3,small,UNKNOWN,low,0,null,1,0,1
3mgpr.com,9,small,INFORMATION_SERVICES,high,50,92,2,2,4
3mgpr.com,9,small,INFORMATION_SERVICES,medium,50,92,2,2,4
3os.it,33,medium,RETAIL,low,33.333333333333336,182.5,4,2,6
3os.it,33,medium,RETAIL,high,30.76923076923077,182.5,9,4,13
3os.it,33,medium,RETAIL,medium,26.08695652173913,241.5,34,12,46
3phasesrenewables.com,40,medium,MANUFACTURING,low,36.36363636363637,50,7,4,11
3phasesrenewables.com,40,medium,MANUFACTURING,high,45.45454545454545,58.4,6,5,11
3phasesrenewables.com,40,medium,MANUFACTURING,medium,38.46153846153846,54.2,16,10,26
3sc.org,16,small,UNKNOWN,high,0,null,21,0,21
3sc.org,16,small,UNKNOWN,medium,0,null,100,0,100
3sc.org,16,small,UNKNOWN,low,0,null,2,0,2
3sixtydutyfree.com,4,small,TECHNOLOGY,low,100,7,0,1,1
3sixtydutyfree.com,4,small,TECHNOLOGY,medium,100,7,0,6,6
4afm.com,3,small,INFORMATION_SERVICES,medium,0,null,14,0,14
4afm.com,3,small,INFORMATION_SERVICES,low,0,null,2,0,2
4afm.com,3,small,INFORMATION_SERVICES,high,0,null,3,0,3
4farmers.com.au,3,small,MANUFACTURING,medium,100,243.33333333333334,0,3,3
4fx.co.uk,11,small,TECHNOLOGY,medium,100,184,0,142,142
4fx.co.uk,11,small,TECHNOLOGY,low,100,184,0,44,44
4fx.co.uk,11,small,TECHNOLOGY,high,100,184,0,11,11
5-minuten-app.de,3,small,UNKNOWN,medium,0,null,30,0,30
5-minuten-app.de,3,small,UNKNOWN,high,0,null,6,0,6
5pb.jp,374,medium,RETAIL,high,0,null,6,0,6
5pb.jp,374,medium,RETAIL,low,0,null,8,0,8
5pb.jp,374,medium,RETAIL,medium,0,null,40,0,40
5pointenterprises.com,191,medium,TECHNOLOGY,medium,100,103.43076923076923,0,65,65
5pointenterprises.com,191,medium,TECHNOLOGY,low,100,505.25,0,4,4
5pointenterprises.com,191,medium,TECHNOLOGY,high,100,81.66666666666667,0,3,3
6.cn,152,medium,TECHNOLOGY,low,75,51.666666666666664,4,12,16
6.cn,152,medium,TECHNOLOGY,medium,69.67213114754098,39.28235294117647,37,85,122
6.cn,152,medium,TECHNOLOGY,high,58.53658536585366,25.125,17,24,41
60seconds.com,34,medium,EDUCATION,high,0,null,2,0,2
60seconds.com,34,medium,EDUCATION,medium,33.333333333333336,27,2,1,3
60secondsnow.com,2383,large,INFORMATION_SERVICES,medium,19.128329297820823,61.49367088607595,334,79,413
60secondsnow.com,2383,large,INFORMATION_SERVICES,low,8.695652173913043,110.5,21,2,23
60secondsnow.com,2383,large,INFORMATION_SERVICES,high,22.950819672131146,64.46428571428571,94,28,122
721logistics.com,43,medium,PHARMACEUTICAL,high,19.23076923076923,126,21,5,26
721logistics.com,43,medium,PHARMACEUTICAL,medium,36.03603603603604,201.4,71,40,111
78percent.jp,973,medium,UNKNOWN,low,5.031446540880503,50.875,151,8,159
78percent.jp,973,medium,UNKNOWN,high,6.130268199233717,22.1875,245,16,261
78percent.jp,973,medium,UNKNOWN,medium,7.095343680709535,57.53125,838,64,902
7daystodie.com,10,small,ENTERTAINMENT,low,50,51,3,3,6
7daystodie.com,10,small,ENTERTAINMENT,medium,40,472.5,6,4,10
7daystodie.com,10,small,ENTERTAINMENT,high,50,51,1,1,2
7schoen.com,4,small,UNKNOWN,low,0,null,2,0,2
7schoen.com,4,small,UNKNOWN,high,0,null,6,0,6
7schoen.com,4,small,UNKNOWN,medium,0,null,8,0,8
84codes.com,77,medium,FINANCIAL_SERVICES,high,33.333333333333336,214,4,2,6
84codes.com,77,medium,FINANCIAL_SERVICES,medium,42.857142857142854,214,4,3,7
888lots.com,5,small,TECHNOLOGY,medium,0,null,20,0,20
888lots.com,5,small,TECHNOLOGY,low,0,null,2,0,2
888lots.com,5,small,TECHNOLOGY,high,0,null,2,0,2
88oct.co.jp,7,small,TECHNOLOGY,medium,100,29.5,0,12,12
88oct.co.jp,7,small,TECHNOLOGY,high,100,29.5,0,6,6
8digits.com,19,small,TECHNOLOGY,medium,77.77777777777777,175.28571428571428,2,7,9
8digits.com,19,small,TECHNOLOGY,low,100,71,0,1,1
8tracks.com,33,medium,ENTERTAINMENT,medium,100,40,0,1,1
8x8.vc,84,medium,ENERGY,medium,100,13.125,0,24,24
8x8.vc,84,medium,ENERGY,high,100,12.75,0,8,8
8x8.vc,84,medium,ENERGY,low,100,13.5,0,2,2
9gag.com,73,medium,INFORMATION_SERVICES,medium,100,94,0,4,4
9gag.com,73,medium,INFORMATION_SERVICES,high,null,null,0,0,0
a-hotel.com,5,small,TRANSPORTATION,medium,0,null,168,0,168
a-hotel.com,5,small,TRANSPORTATION,low,0,null,12,0,12
a-hotel.com,5,small,TRANSPORTATION,high,0,null,76,0,76
abcfws.com,1498,large,FOOD,high,0,null,3,0,3
abcfws.com,1498,large,FOOD,medium,0,null,6,0,6
abcfws.com,1498,large,FOOD,low,0,null,1,0,1
abcmart.co.kr,77,medium,RETAIL,high,33.333333333333336,28.25,8,4,12
abcmart.co.kr,77,medium,RETAIL,medium,53.153153153153156,48.220338983050844,52,59,111
abcnet.ru,392,medium,UNKNOWN,medium,0,null,2,0,2
abcnet.ru,392,medium,UNKNOWN,high,0,null,2,0,2
abcsoft.be,7,small,TECHNOLOGY,medium,0,null,10,0,10
abcsoft.be,7,small,TECHNOLOGY,high,0,null,2,0,2
abdali.jo,7,small,CONSTRUCTION,medium,null,null,0,0,0
abdali.jo,7,small,CONSTRUCTION,high,null,null,0,0,0
abdali.jo,7,small,CONSTRUCTION,low,null,null,0,0,0
abena-frantex.fr,51,medium,MANUFACTURING,medium,100,124.33333333333333,0,6,6
abenvirowaste.com,2,small,ENERGY,low,100,7,0,3,3
abenvirowaste.com,2,small,ENERGY,medium,100,7,0,18,18
abenvirowaste.com,2,small,ENERGY,high,100,7,0,1,1
abm-com.de,15,small,TECHNOLOGY,low,46.15384615384615,75.33333333333333,7,6,13
abm-com.de,15,small,TECHNOLOGY,high,48.888888888888886,62.90909090909091,23,22,45
abm-com.de,15,small,TECHNOLOGY,medium,55.172413793103445,43.291666666666664,39,48,87
abmis.ca,549,medium,TECHNOLOGY,low,57.142857142857146,197,3,4,7
abmis.ca,549,medium,TECHNOLOGY,medium,64.61538461538461,161.45238095238096,23,42,65
abmis.ca,549,medium,TECHNOLOGY,high,50,169.85714285714286,7,7,14
abshipping.com,2,small,UNKNOWN,medium,0,null,4,0,4
abt.eu,269,medium,TECHNOLOGY,medium,100,175.5,0,6,6
abta.org,62,medium,NON_PROFIT,medium,90.9090909090909,62.2,1,10,11
abta.org,62,medium,NON_PROFIT,high,100,71,0,1,1
abta.org,62,medium,NON_PROFIT,low,100,49,0,7,7
abus-sc.de,3,small,ENERGY,medium,100,42.5,0,10,10
abus-sc.de,3,small,ENERGY,high,100,42.5,0,2,2
ac-nancy-metz.fr,3605,large,EDUCATION,low,58.490566037735846,107.87096774193549,22,31,53
ac-nancy-metz.fr,3605,large,EDUCATION,high,64.17910447761194,154.1782945736434,72,129,201
ac-nancy-metz.fr,3605,large,EDUCATION,medium,55.87248322147651,139.19819819819818,263,333,596
acacia-avenue.com,2,small,INFORMATION_SERVICES,high,0,null,1,0,1
acacia-avenue.com,2,small,INFORMATION_SERVICES,low,0,null,3,0,3
acacia-avenue.com,2,small,INFORMATION_SERVICES,medium,0,null,13,0,13
acadiasoft.net,54,medium,INFORMATION_SERVICES,medium,11.11111111111111,7,16,2,18
acadiasoft.net,54,medium,INFORMATION_SERVICES,high,11.11111111111111,7,16,2,18
acala.network,29,small,UNKNOWN,medium,0,null,2,0,2
acala.network,29,small,UNKNOWN,high,0,null,2,0,2
accelerasolutions.com,96,medium,INFORMATION_SERVICES,medium,20,213,4,1,5
accelerasolutions.com,96,medium,INFORMATION_SERVICES,high,0,null,1,0,1
accelerasolutions.com,96,medium,INFORMATION_SERVICES,low,0,null,3,0,3
acceletronics.com,25,small,HEALTHCARE,medium,100,92,0,5,5
accesshardware.com.au,25,small,MANUFACTURING,low,100,7,0,1,1
accesshardware.com.au,25,small,MANUFACTURING,medium,100,28.625,0,8,8
accessprintingsolutions.com,3,small,UNKNOWN,high,0,null,11,0,11
accessprintingsolutions.com,3,small,UNKNOWN,low,0,null,2,0,2
accessprintingsolutions.com,3,small,UNKNOWN,medium,0,null,19,0,19
accesssolutions.net,1,small,FINANCIAL_SERVICES,low,0,null,1,0,1
accesssolutions.net,1,small,FINANCIAL_SERVICES,medium,0,null,6,0,6
accorcareers.fi,633,medium,HOSPITALITY,medium,37.06176961602671,114.8018018018018,377,222,599
accorcareers.fi,633,medium,HOSPITALITY,high,39.726027397260275,183.48275862068965,44,29,73
accorcareers.fi,633,medium,HOSPITALITY,low,29.62962962962963,90.5,76,32,108
accordhotelarena.com,1220,large,HOSPITALITY,high,35.43307086614173,154.17777777777778,82,45,127
accordhotelarena.com,1220,large,HOSPITALITY,low,32.231404958677686,79.2051282051282,82,39,121
accordhotelarena.com,1220,large,HOSPITALITY,medium,37.65182186234818,106.91397849462365,462,279,741
accorhotels.me,1223,large,TECHNOLOGY,high,36,154.17777777777778,80,45,125
accorhotels.me,1223,large,TECHNOLOGY,medium,38.80389429763561,106.91397849462365,440,279,719
accorhotels.me,1223,large,TECHNOLOGY,low,32.231404958677686,79.2051282051282,82,39,121
accuswissinc.com,10,small,MANUFACTURING,medium,0,null,14,0,14
accuswissinc.com,10,small,MANUFACTURING,high,0,null,1,0,1
acda.org,17,small,NON_PROFIT,medium,100,123,0,1,1
acea.it,35,medium,TECHNOLOGY,medium,46.666666666666664,25.142857142857142,8,7,15
acea.it,35,medium,TECHNOLOGY,high,0,null,5,0,5
acegiken.co.jp,7,small,GOVERNMENT,medium,100,7,0,28,28
acegiken.co.jp,7,small,GOVERNMENT,high,100,7,0,2,2
acegiken.co.jp,7,small,GOVERNMENT,low,100,7,0,6,6
acegroup.co.jp,5,small,UNKNOWN,high,0,null,2,0,2
acegroup.co.jp,5,small,UNKNOWN,medium,0,null,16,0,16
acegroup.co.jp,5,small,UNKNOWN,low,0,null,4,0,4
acell.com,29,small,HEALTHCARE,medium,2.4390243902439024,58,80,2,82
acell.com,29,small,HEALTHCARE,high,0,null,60,0,60
acell.com,29,small,HEALTHCARE,low,0,null,16,0,16
aceoldfields.com,3,small,MANUFACTURING,medium,100,91,0,1,1
acerinox.com,10,small,MANUFACTURING,low,100,7,0,5,5
acerinox.com,10,small,MANUFACTURING,high,100,7,0,15,15
acerinox.com,10,small,MANUFACTURING,medium,100,7,0,53,53
achain.com,23,small,TECHNOLOGY,medium,0,null,1,0,1
achh.org,6,small,ENTERTAINMENT,medium,100,140.66666666666666,0,3,3
aciesglobal.com,10,small,TELECOMMUNICATIONS,low,100,8,0,1,1
aciesglobal.com,10,small,TELECOMMUNICATIONS,medium,100,25.6,0,5,5
ackermans.co.za,54,medium,UNKNOWN,low,0,null,4,0,4
ackermans.co.za,54,medium,UNKNOWN,medium,0,null,35,0,35
ackermans.co.za,54,medium,UNKNOWN,high,0,null,5,0,5
aclu-il.org,51,medium,NON_PROFIT,low,100,7,0,1,1
aclu-il.org,51,medium,NON_PROFIT,medium,100,18.25,0,8,8
acmemediallc.com,521,medium,FINANCIAL_SERVICES,high,0,null,1,0,1
acmemediallc.com,521,medium,FINANCIAL_SERVICES,medium,80,72,1,4,5
acmemediallc.com,521,medium,FINANCIAL_SERVICES,low,33.333333333333336,72,2,1,3
aco.nl,10,small,UNKNOWN,medium,0,null,9,0,9
aco.nl,10,small,UNKNOWN,low,0,null,1,0,1
aco.nl,10,small,UNKNOWN,high,0,null,2,0,2
acora.com,8208,large,TECHNOLOGY,high,0,null,3,0,3
acora.com,8208,large,TECHNOLOGY,medium,0,null,12,0,12
acora.com,8208,large,TECHNOLOGY,low,0,null,1,0,1
acornhorticulture.com,3,small,UNKNOWN,medium,0,null,2,0,2
acp-textiles.com,866,medium,UNKNOWN,medium,0,null,509,0,509
acp-textiles.com,866,medium,UNKNOWN,high,0,null,65,0,65
acp-textiles.com,866,medium,UNKNOWN,low,0,null,112,0,112
acrartex.com,32,medium,RETAIL,medium,16.666666666666668,65.5,10,2,12
acrartex.com,32,medium,RETAIL,high,0,null,14,0,14
acsindustria.com,125,medium,MANUFACTURING,high,23.076923076923077,245,10,3,13
acsindustria.com,125,medium,MANUFACTURING,medium,19.25925925925926,230.65384615384616,109,26,135
acsindustria.com,125,medium,MANUFACTURING,low,25,230.4,15,5,20
actransit.org,358,medium,TRANSPORTATION,low,66.66666666666667,521.9,5,10,15
actransit.org,358,medium,TRANSPORTATION,high,78.57142857142857,407.04545454545456,6,22,28
actransit.org,358,medium,TRANSPORTATION,medium,71.54471544715447,473.57954545454544,35,88,123
acurata.de,7,small,MANUFACTURING,high,0,null,2,0,2
acurata.de,7,small,MANUFACTURING,medium,8.333333333333334,801,11,1,12
acutran.com,7,small,TRANSPORTATION,medium,15.384615384615385,228.5,11,2,13
acutran.com,7,small,TRANSPORTATION,low,0,null,2,0,2
acutran.com,7,small,TRANSPORTATION,high,0,null,3,0,3
adbank.net,7,small,TECHNOLOGY,low,100,364,0,7,7
adbank.net,7,small,TECHNOLOGY,medium,98.50746268656717,395.93939393939394,2,132,134
adbank.net,7,small,TECHNOLOGY,high,100,422.8627450980392,0,51,51
adcomm.com,13,small,TELECOMMUNICATIONS,high,20,7,4,1,5
adcomm.com,13,small,TELECOMMUNICATIONS,low,100,7,0,3,3
adcomm.com,13,small,TELECOMMUNICATIONS,medium,75,7,6,18,24
adcorp.co.za,59,medium,INFORMATION_SERVICES,medium,50,158.71428571428572,7,7,14
adcorp.co.za,59,medium,INFORMATION_SERVICES,high,0,null,2,0,2
adectec.com,2,small,UNKNOWN,high,0,null,5,0,5
adectec.com,2,small,UNKNOWN,low,0,null,26,0,26
adectec.com,2,small,UNKNOWN,medium,0,null,150,0,150
adeka.co.jp,9,small,INFORMATION_SERVICES,high,100,7,0,1,1
aderonline.com,7,small,TRANSPORTATION,medium,100,409.5,0,4,4
adl.co,255,medium,UNKNOWN,high,0,null,6,0,6
adl.co,255,medium,UNKNOWN,medium,0,null,18,0,18
adm-vids.info,60,medium,ENTERTAINMENT,high,100,151,0,4,4
adm-vids.info,60,medium,ENTERTAINMENT,medium,100,179.33333333333334,0,6,6
admatic.com.tr,307,medium,INFORMATION_SERVICES,low,12.5,49,14,2,16
admatic.com.tr,307,medium,INFORMATION_SERVICES,medium,25.748502994011975,98.93023255813954,124,43,167
admatic.com.tr,307,medium,INFORMATION_SERVICES,high,28.571428571428573,7,5,2,7
adpearance.com,109,medium,TECHNOLOGY,high,4.761904761904762,180,20,1,21
adpearance.com,109,medium,TECHNOLOGY,medium,5.045871559633028,180,207,11,218
adrenalinesports.ca,8,small,TRANSPORTATION,medium,100,53,0,4,4
adsdyes.com,1,small,TECHNOLOGY,high,100,61.5,0,4,4
adsdyes.com,1,small,TECHNOLOGY,low,100,61.5,0,10,10
adsdyes.com,1,small,TECHNOLOGY,medium,100,61.5,0,50,50
adultblogranking.com,7,small,INFORMATION_SERVICES,medium,0,null,107,0,107
adultblogranking.com,7,small,INFORMATION_SERVICES,high,0,null,30,0,30
adultblogranking.com,7,small,INFORMATION_SERVICES,low,0,null,20,0,20
advance.ai,16,small,TECHNOLOGY,high,0,null,9,0,9
advance.ai,16,small,TECHNOLOGY,low,100,7,0,2,2
advance.ai,16,small,TECHNOLOGY,medium,50,7,12,12,24
advancebiollc.com,70,medium,UNKNOWN,low,0,null,2,0,2
advancebiollc.com,70,medium,UNKNOWN,medium,0,null,14,0,14
advancedfreight.com.au,141,medium,UNKNOWN,medium,0,null,3,0,3
advancedfreight.com.au,141,medium,UNKNOWN,high,0,null,2,0,2
advancedspecialtyhospitals.com,37,medium,HEALTHCARE,high,100,214,0,6,6
advancedspecialtyhospitals.com,37,medium,HEALTHCARE,medium,100,290.46153846153845,0,26,26
advancedspecialtyhospitals.com,37,medium,HEALTHCARE,low,100,214,0,4,4
advantec.it,22,small,UNKNOWN,high,0,null,3,0,3
advantec.it,22,small,UNKNOWN,medium,0,null,8,0,8
advantec.it,22,small,UNKNOWN,low,0,null,1,0,1
advantiscredit.co.uk,7,small,FINANCIAL_SERVICES,high,100,7,0,2,2
advantiscredit.co.uk,7,small,FINANCIAL_SERVICES,medium,100,7,0,29,29
advantiscredit.co.uk,7,small,FINANCIAL_SERVICES,low,100,7,0,5,5
advarra.com,36,medium,PHARMACEUTICAL,medium,6.666666666666667,51,14,1,15
advarra.com,36,medium,PHARMACEUTICAL,high,75,51,1,3,4
advicegames.com,8,small,MANUFACTURING,low,100,113,0,1,1
advicegames.com,8,small,MANUFACTURING,medium,100,300.3333333333333,0,9,9
advicegames.com,8,small,MANUFACTURING,high,100,113,0,2,2
advisorsexcel.com,121,medium,RETAIL,medium,4.790419161676646,173.375,159,8,167
advisorsexcel.com,121,medium,RETAIL,high,10.144927536231885,383.2857142857143,62,7,69
advisorsexcel.com,121,medium,RETAIL,low,0,null,12,0,12
adwin.fr,38,medium,NON_PROFIT,low,50,13,1,1,2
adwin.fr,38,medium,NON_PROFIT,medium,82.92682926829268,163.88235294117646,7,34,41
adwin.fr,38,medium,NON_PROFIT,high,64.28571428571429,167,5,9,14
adworldmasters.com,9,small,TECHNOLOGY,high,100,27,0,2,2
adworldmasters.com,9,small,TECHNOLOGY,low,100,31,0,6,6
adworldmasters.com,9,small,TECHNOLOGY,medium,100,32.142857142857146,0,28,28
adz.com.br,3,small,ENTERTAINMENT,high,7.6923076923076925,7,12,1,13
adz.com.br,3,small,ENTERTAINMENT,medium,33.92857142857143,9.894736842105264,37,19,56
adz.com.br,3,small,ENTERTAINMENT,low,37.5,7,5,3,8
aegis.uk.com,1,small,TELECOMMUNICATIONS,medium,100,191,0,2,2
aeonthailand.biz,5,small,TECHNOLOGY,medium,100,544,0,1,1
aerostich.com,16,small,MANUFACTURING,low,0,null,3,0,3
aerostich.com,16,small,MANUFACTURING,medium,21.05263157894737,128.5,15,4,19
aerostich.com,16,small,MANUFACTURING,high,0,null,1,0,1
aetostech.com,44,medium,TECHNOLOGY,medium,100,801,0,1,1
afb.az,8,small,FINANCIAL_SERVICES,high,100,88,0,4,4
afb.az,8,small,FINANCIAL_SERVICES,low,100,68,0,6,6
afb.az,8,small,FINANCIAL_SERVICES,medium,100,136.52631578947367,0,38,38
affiliatelounge.com,14,small,HOSPITALITY,low,33.333333333333336,195,4,2,6
affiliatelounge.com,14,small,HOSPITALITY,medium,33.333333333333336,255.9090909090909,22,11,33
affiliatelounge.com,14,small,HOSPITALITY,high,33.333333333333336,195,6,3,9
affitto.it,2,small,MANUFACTURING,medium,25,51,3,1,4
affitto.it,2,small,MANUFACTURING,high,60,51,2,3,5
afgelhar.com,5,small,MANUFACTURING,medium,100,125,0,2,2
aflacni.com,1557,large,GOVERNMENT,medium,35.714285714285715,7,9,5,14
aflacni.com,1557,large,GOVERNMENT,low,100,7,0,1,1
aflacni.com,1557,large,GOVERNMENT,high,0,null,3,0,3
africansalescompany.co.za,17,small,RETAIL,medium,100,58,0,2,2
agap2.com,18,small,INFORMATION_SERVICES,medium,null,null,0,0,0
agar.io,17,small,TECHNOLOGY,high,84.21052631578948,151.375,3,16,19
agar.io,17,small,TECHNOLOGY,low,100,172,0,3,3
agar.io,17,small,TECHNOLOGY,medium,88.88888888888889,110.125,1,8,9
agatos.it,3,small,ENERGY,medium,100,209.66666666666666,0,6,6
agcnewtral.com,4,small,INFORMATION_SERVICES,medium,0,null,2,0,2
ageas.co.uk,178,medium,FINANCIAL_SERVICES,medium,100,508,0,4,4
agentura-gratis.cz,10,small,UNKNOWN,medium,0,null,6,0,6
agentura-gratis.cz,10,small,UNKNOWN,low,0,null,1,0,1
agilepartners.eu,7,small,FINANCIAL_SERVICES,high,13.333333333333334,212,13,2,15
agilepartners.eu,7,small,FINANCIAL_SERVICES,medium,20,244.33333333333334,12,3,15
agneovo.com,8,small,ENERGY,medium,76.33136094674556,32.093023255813954,40,129,169
agneovo.com,8,small,ENERGY,low,66.66666666666667,7,2,4,6
agneovo.com,8,small,ENERGY,high,97.72727272727273,11.63953488372093,2,86,88
agoril.com,12,small,UNKNOWN,low,0,null,1,0,1
agoril.com,12,small,UNKNOWN,medium,0,null,2,0,2
agrimex.be,3,small,RETAIL,high,100,121,0,3,3
agrimex.be,3,small,RETAIL,medium,100,121,0,15,15
agrolmet.pl,2,small,UNKNOWN,medium,0,null,34,0,34
